Time,Treatments,dSpecies_1_dt,dSpecies_2_dt,dSpecies_3_dt,dSpecies_4_dt,dSpecies_5_dt,dSpecies_6_dt
8.0,sp_1_2_3,0.017582437,-0.009719018,0.31454694,0.0,0.0,-0.0
10.666667,sp_1_2_3,0.000734748,-0.0040313955,0.17840843,0.0,0.0,-0.0
13.333333,sp_1_2_3,-0.0005720056,-0.0011333829,0.044375923,0.0,0.0,-0.0
16.0,sp_1_2_3,-0.00030190079,-0.0002973192,0.008955773,0.0,0.0,-0.0
18.666666,sp_1_2_3,-0.0001248881,-7.705235e-05,0.0018096635,0.0,0.0,-0.0
21.333334,sp_1_2_3,-5.511671e-05,-1.9925355e-05,0.00039216023,0.0,0.0,-0.0
24.0,sp_1_2_3,-2.8588116e-05,-5.151854e-06,9.771633e-05,0.0,0.0,-0.0
0.0,sp_1_2_3_4_6,0.003414969,0.0022929874,0.0028503495,0.0016880551,0.0,0.0021767784
2.6666667,sp_1_2_3_4_6,0.02769085,0.0098316,0.015648054,0.0047575817,0.0,0.0052947598
5.3333335,sp_1_2_3_4_6,0.10072402,0.021614404,0.054535028,0.011985288,0.0,-0.0040028044
8.0,sp_1_2_3_4_6,0.08430979,0.005693362,0.102526136,0.026729153,0.0,-0.003634422
10.666667,sp_1_2_3_4_6,0.04170068,-0.0033369104,0.07072789,0.04153273,0.0,-0.00056001835
13.333333,sp_1_2_3_4_6,0.030447735,-0.001090267,0.001213874,0.05306416,0.0,-5.5426317e-05
16.0,sp_1_2_3_4_6,0.01928761,0.0018082164,-0.031044466,0.061844498,0.0,-4.362112e-06
18.666666,sp_1_2_3_4_6,0.0088161705,0.0043329187,-0.0354039,0.06420639,0.0,-2.8963674e-07
21.333334,sp_1_2_3_4_6,0.0022287304,0.007611786,-0.030913575,0.05897899,0.0,-1.691569e-08
24.0,sp_1_2_3_4_6,-0.0032445665,0.013003311,-0.025681036,0.050921973,0.0,-8.943299e-10
0.0,sp_1_2_3_4_6,0.003414969,0.0022929874,0.0028503495,0.0016880551,0.0,0.0021767784
2.6666667,sp_1_2_3_4_6,0.02769085,0.0098316,0.015648054,0.0047575817,0.0,0.0052947598
5.3333335,sp_1_2_3_4_6,0.10072402,0.021614404,0.054535028,0.011985288,0.0,-0.0040028044
8.0,sp_1_2_3_4_6,0.08430979,0.005693362,0.102526136,0.026729153,0.0,-0.003634422
10.666667,sp_1_2_3_4_6,0.04170068,-0.0033369104,0.07072789,0.04153273,0.0,-0.00056001835
13.333333,sp_1_2_3_4_6,0.030447735,-0.001090267,0.001213874,0.05306416,0.0,-5.5426317e-05
16.0,sp_1_2_3_4_6,0.01928761,0.0018082164,-0.031044466,0.061844498,0.0,-4.362112e-06
18.666666,sp_1_2_3_4_6,0.0088161705,0.0043329187,-0.0354039,0.06420639,0.0,-2.8963674e-07
21.333334,sp_1_2_3_4_6,0.0022287304,0.007611786,-0.030913575,0.05897899,0.0,-1.691569e-08
24.0,sp_1_2_3_4_6,-0.0032445665,0.013003311,-0.025681036,0.050921973,0.0,-8.943299e-10
0.0,sp_1_2_3_4,0.0042591086,0.0027987037,0.0036229587,0.002135996,0.0,0.0
2.6666667,sp_1_2_3_4,0.03325166,0.0100300945,0.022208458,0.0063457997,0.0,0.0
5.3333335,sp_1_2_3_4,0.10176502,0.011713326,0.08668291,0.015987732,0.0,-0.0
8.0,sp_1_2_3_4,0.08062565,-0.0024148712,0.12962642,0.027533643,0.0,-0.0
10.666667,sp_1_2_3_4,0.053676117,-0.0045795976,0.05578005,0.03395715,0.0,-0.0
13.333333,sp_1_2_3_4,0.04571883,-0.0024152703,-0.015534833,0.039615687,0.0,-0.0
16.0,sp_1_2_3_4,0.036188517,-0.00051928795,-0.040107496,0.04609018,0.0,-0.0
18.666666,sp_1_2_3_4,0.02497047,0.0009637361,-0.04141108,0.050666336,0.0,-0.0
21.333334,sp_1_2_3_4,0.01632204,0.0025095437,-0.035636667,0.050743207,0.0,-0.0
24.0,sp_1_2_3_4,0.010092844,0.004727491,-0.029152945,0.046847854,0.0,-0.0
0.0,sp_1_2_4_5,0.0042736325,0.0027097177,0.0,0.0021361767,0.0043395055,0.0
2.6666667,sp_1_2_4_5,0.03306149,0.0055603255,0.0,0.0062022787,0.03804662,0.0
5.3333335,sp_1_2_4_5,0.071663894,-0.0033133698,0.0,0.012978873,0.1453937,-0.0
8.0,sp_1_2_4_5,0.027964529,-0.0030145631,0.0,0.020372106,0.055299055,-0.0
10.666667,sp_1_2_4_5,0.035904355,-0.0011855213,0.0,0.032297537,-0.0056116665,-0.0
13.333333,sp_1_2_4_5,0.052481648,-0.00050331623,-0.0,0.046644185,-0.010699276,-0.0
16.0,sp_1_2_4_5,0.045778476,-0.00029693128,-0.0,0.055336967,-0.008002238,-0.0
18.666666,sp_1_2_4_5,0.023716917,-0.00022788042,-0.0,0.05132689,-0.0057094065,-0.0
21.333334,sp_1_2_4_5,0.008280567,-0.0001754746,-0.0,0.037813064,-0.0040006675,-0.0
24.0,sp_1_2_4_5,0.0021277408,-0.00012545487,-0.0,0.023484718,-0.0025765256,-0.0
0.0,sp_1_2_3_4_5_6,0.0028319021,0.0018304214,0.002379442,0.0014062035,0.0030124015,0.001829535
2.6666667,sp_1_2_3_4_5_6,0.020276185,0.0037480758,0.012381718,0.0037968652,0.04033843,0.0051125265
5.3333335,sp_1_2_3_4_5_6,0.00334149,-0.004259146,0.013358003,0.0048467913,0.34941548,0.0034480973
8.0,sp_1_2_3_4_5_6,-0.014443031,-0.0013091796,-0.0031609575,0.0038080912,0.03376834,0.010343228
10.666667,sp_1_2_3_4_5_6,-0.005923776,-0.00027313238,-0.009317461,0.0025339301,-0.037490733,0.03237885
