Time,Treatments,dSpecies_1_dt,dSpecies_2_dt,dSpecies_3_dt,dSpecies_4_dt,dSpecies_5_dt,dSpecies_6_dt
0.0,sample_0000,0.004347518,0.0004524386,0.0007734115,0.00088379084,0.0035796224,0.0037243972
2.6666667,sample_0000,0.033462856,0.0011363714,0.0036750264,0.0022329777,0.038076315,0.008659497
5.3333335,sample_0000,0.03814255,-0.00088404026,0.0051135034,0.0033926417,0.22824971,-0.002362279
8.0,sample_0000,-0.022849312,-0.00059231644,0.001770282,0.003978913,0.070939966,-0.0015780448
10.666667,sample_0000,-0.015454292,-0.0001789593,0.0010034079,0.0055998135,0.00030690245,0.0019194137
13.333333,sample_0000,-0.008019306,-5.333565e-05,-0.00054061157,0.0074165543,-0.010899327,0.0056986236
16.0,sample_0000,-0.002556416,-1.6476264e-05,-0.0026047835,0.008321869,-0.021641145,0.011075609
18.666666,sample_0000,0.0025990263,-4.6071855e-06,-0.0035388456,0.006782679,-0.028298017,0.016756658
21.333334,sample_0000,0.008429374,2.2506993e-07,-0.0027438118,0.0029501526,-0.024122547,0.016036235
24.0,sample_0000,0.015149816,2.6201387e-06,-0.0015194307,0.0006663871,-0.013276577,0.002281114
0.0,sample_0001,0.0022418138,0.00031580144,0.00052488,0.0006211994,0.0058086263,0.0044164415
2.6666667,sample_0001,0.016052019,0.0005967521,0.0022728806,0.0014993611,0.055311974,0.01414936
5.3333335,sample_0001,0.01719645,-0.0003535316,0.0017852113,0.0016836494,0.19376603,0.013849065
8.0,sample_0001,-0.004201093,-0.00028299078,-0.0007126602,0.0011413568,0.041485656,0.015633712
10.666667,sample_0001,-0.004274076,-0.00011001365,-0.0012940727,0.0004072509,-0.008244475,0.028030572
13.333333,sample_0001,-0.002890624,-2.481625e-05,-0.0010865232,-0.00083873724,-0.011156698,0.04608039
16.0,sample_0001,-0.0025440163,2.7391652e-05,-0.00062048656,-0.0017797706,-0.0071279793,0.065777756
18.666666,sample_0001,-0.002714358,7.76804e-05,-0.00028893002,-0.0016331854,-0.0035412177,0.079591624
21.333334,sample_0001,-0.0027447313,0.00014755699,-0.00011931083,-0.00090578897,-0.0020751068,0.08048712
24.0,sample_0001,-0.0025207638,0.00026151136,-3.525111e-05,-0.0003546529,-0.001620946,0.06924109
0.0,sample_0002,0.0063318093,0.0015035887,0.00019509462,0.00018381303,0.00032564657,0.004765516
2.6666667,sample_0002,0.054242525,0.0074943174,0.0009892951,0.00048953795,0.0035825453,0.0074611367
5.3333335,sample_0002,0.20372498,0.01179246,0.0033808935,0.0013733647,0.04619759,-0.010176717
8.0,sample_0002,-0.091461815,-0.014674714,0.003588108,0.0026635423,0.27267933,-0.0028509663
10.666667,sample_0002,-0.08700891,-0.004197143,0.0026548728,0.003627759,0.042240426,-0.00040365328
13.333333,sample_0002,-0.037354644,-0.000941605,0.0036465612,0.0056349016,0.0053032786,-6.983173e-05
16.0,sample_0002,-0.01975649,-0.00022315292,0.003822024,0.008564564,0.0049627265,2.834224e-05
18.666666,sample_0002,-0.010924345,-5.512923e-05,0.0026639225,0.0125751095,-0.0008015274,0.00011826881
21.333334,sample_0002,-0.0052322242,-1.4484885e-05,0.0004760056,0.017793456,-0.010031436,0.00026641088
24.0,sample_0002,-0.00094048714,-4.223943e-06,-0.0018086549,0.023921452,-0.018901715,0.0005111421
0.0,sample_0003,0.0028545032,0.00016847091,0.007154641,0.0011372415,0.0033993763,0.00010845927
2.6666667,sample_0003,0.015816305,6.208094e-05,0.03961551,0.0029257857,0.07911135,0.0003133987
5.3333335,sample_0003,-0.012917963,-0.00020662493,0.022448728,0.0023571474,0.38906637,0.0005640479
8.0,sample_0003,-0.0053674364,-2.2165435e-05,0.004334528,0.0023782814,0.0064703505,0.0020583079
10.666667,sample_0003,-0.0014245854,-2.1620945e-06,-0.0057377247,0.0027019847,-0.005118301,0.0072047296
13.333333,sample_0003,-0.0003771896,-2.3266172e-07,-0.023309235,0.002001864,-0.012859091,0.024808763
16.0,sample_0003,-0.00010120839,-3.009715e-08,-0.028153257,-0.0019493214,-0.06072698,0.0815542
18.666666,sample_0003,-3.2341643e-05,-1.4169177e-09,-0.010111293,-0.0068267975,-0.06208174,0.20089826
21.333334,sample_0003,-1.6640219e-05,5.9219434e-09,-0.0016716592,-0.0040731137,-0.016984845,0.2313875
24.0,sample_0003,-1.0472331e-05,9.733714e-09,0.00041562016,-0.0010425791,0.00043009126,0.11014242
0.0,sample_0004,0.0033443198,0.0029874826,0.0017017481,0.001395609,0.0026278247,0.0011139903
2.6666667,sample_0004,0.024438761,0.006906909,0.009392379,0.00396873,0.03243436,0.002810737
5.3333335,sample_0004,0.014080559,-0.007519217,0.015365889,0.006328046,0.3109514,0.0005505179
8.0,sample_0004,-0.020841798,-0.0027157068,0.0018214178,0.005844274,0.065318145,0.0024728554
10.666667,sample_0004,-0.00949712,-0.0005662827,-0.0031282702,0.0069910404,-0.014999377,0.00864317
13.333333,sample_0004,-0.003756103,-0.00012304095,-0.00877676,0.0059766024,-0.03856117,0.02505171
16.0,sample_0004,-0.00084962405,-1.5005096e-05,-0.008963003,-0.0019525287,-0.053605203,0.06557414
18.666666,sample_0004,0.00017557705,3.3627985e-05,-0.003725908,-0.0127962,-0.029935665,0.13245618
